YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELLED,CANCELLATION_REASON
2023,11,2,AI,SXR,HYD,1708,17.35,18.72,0,
2023,3,24,6E,BOM,AMD,1007,5.98,4.04,0,
2023,12,4,AI,SXR,CCU,919,10.82,10.72,0,
2023,3,7,6E,SXR,BLR,1405,4.76,5.39,0,
2023,7,20,6E,HYD,DEL,1900,13.16,17.61,0,
2023,6,11,6E,DEL,BOM,1145,17.43,22.8,0,
2023,7,9,6E,BOM,SXR,913,11.13,11.57,0,
2023,1,19,6E,BHU,JAI,2326,43.19,38.5,0,
2023,12,11,6E,MAA,BLR,2302,13.34,10.46,0,
2023,5,22,SG,BLR,DEL,952,8.21,9.03,0,
2023,11,3,SG,DEL,GOI,1011,9.28,13.27,0,
2023,9,3,6E,MAA,BLR,2203,2.97,3.45,0,
2023,2,26,QP,SXR,HYD,1722,6.31,4.56,0,
2023,1,9,6E,BLR,CCU,1645,16.55,12.38,0,
2023,9,24,UK,DEL,BLR,1634,10.3,14.67,0,
2023,7,19,AI,CCU,MAA,1642,23.8,18.43,0,
2023,10,19,I5,DEL,HYD,918,13.17,16.46,0,
2023,5,17,SG,CCU,DEL,1404,11.52,7.7,0,
2023,7,8,6E,CCU,BOM,511,9.93,11.14,0,
2023,10,24,6E,DEL,BOM,933,3.19,4.08,0,
2023,3,10,AI,AMD,SXR,529,2.84,2.21,0,
2023,7,8,6E,BOM,GOI,730,22.99,20.32,0,
2023,1,7,6E,AMD,TRV,1149,19.84,13.37,0,
2023,6,2,SG,MAA,DEL,637,17.54,17.58,0,
2023,11,22,6E,BOM,MAA,1728,7.85,6.17,0,
2023,4,26,G8,GOI,DEL,1952,15.96,16.44,0,
2023,2,3,6E,MAA,CCU,1728,3.47,2.72,0,
2023,6,9,6E,BOM,DEL,1310,12.0,11.73,0,
2023,4,16,AI,JAI,BLR,2017,6.05,7.99,0,
2023,6,16,SG,DEL,JAI,1010,19.3,13.87,0,
2023,4,13,6E,LKO,BLR,840,6.31,6.81,0,
2023,4,2,6E,BOM,AMD,2105,17.45,12.16,0,
2023,6,7,6E,BLR,HYD,803,7.84,7.41,0,
2023,2,2,UK,BOM,PNQ,631,2.89,2.63,0,
2023,5,17,6E,DEL,PNQ,1929,17.52,12.58,0,
2023,4,12,6E,BLR,LKO,1140,3.18,3.94,0,
2023,9,15,6E,BOM,PNQ,1504,5.27,6.34,0,
2023,7,13,I5,HYD,SXR,1124,14.33,11.24,0,
2023,11,13,UK,BLR,MAA,1905,7.34,9.67,0,
2023,8,14,6E,DEL,TRV,1937,14.93,16.33,0,
2023,12,23,6E,GOI,BLR,731,6.8,7.95,0,
2023,6,27,G8,CCU,MAA,617,24.81,24.28,0,
2023,11,23,AI,BOM,DEL,1406,38.46,37.33,0,
2023,12,26,6E,PNQ,BHU,1440,9.11,8.07,0,
2023,3,13,SG,BLR,TRV,2051,10.86,9.03,0,
2023,2,5,6E,BOM,PNQ,1510,17.58,21.41,0,
2023,7,15,UK,MAA,DEL,1600,,,1,B
2023,7,11,SG,BOM,DEL,1614,20.07,19.05,0,
2023,12,28,UK,BOM,BLR,1837,16.3,16.3,0,
2023,12,1,6E,CCU,HYD,1651,7.01,7.39,0,
2023,10,15,G8,CCU,DEL,818,5.48,6.61,0,
2023,10,18,6E,PNQ,SXR,1856,8.33,10.99,0,
2023,11,25,6E,CCU,BOM,906,-1.88,-1.69,0,
2023,6,3,6E,MAA,HYD,1034,16.95,14.3,0,
2023,5,23,6E,DEL,PNQ,626,6.1,4.29,0,
2023,6,16,G8,BOM,DEL,1134,23.57,26.13,0,
2023,11,14,I5,BLR,DEL,1038,7.08,10.07,0,
2023,12,11,SG,LKO,MAA,1901,13.97,16.99,0,
2023,4,23,6E,CCU,MAA,2111,1.31,1.06,0,
2023,7,20,SG,BLR,BHU,547,18.44,14.35,0,
2023,5,9,6E,TRV,MAA,659,45.79,42.01,0,
2023,8,9,6E,GOI,CCU,1804,30.1,34.41,0,
2023,5,3,G8,SXR,MAA,2138,15.67,19.37,0,
2023,10,26,6E,IXC,BOM,2130,16.38,22.98,0,
2023,9,2,6E,BLR,BOM,603,3.34,3.87,0,
2023,9,20,6E,HYD,BOM,1116,4.37,2.99,0,
2023,8,21,AI,BOM,MAA,1018,22.14,19.53,0,
2023,8,2,6E,DEL,BOM,741,8.86,6.52,0,
2023,11,25,6E,HYD,BHU,1948,1.79,2.15,0,
2023,6,9,6E,PNQ,HYD,1143,14.86,14.53,0,
2023,8,1,G8,CCU,BHU,2148,12.83,13.95,0,
2023,8,19,UK,BLR,DEL,1025,7.37,7.51,0,
2023,10,20,6E,GOI,DEL,2001,11.74,12.88,0,
2023,8,24,6E,MAA,BLR,1333,4.55,6.74,0,
2023,12,12,AI,PNQ,BLR,2234,21.15,17.52,0,
2023,9,27,I5,BOM,DEL,1341,8.21,8.62,0,
2023,11,2,6E,HYD,BLR,1421,13.43,19.26,0,
2023,7,3,AI,JAI,DEL,1104,,,1,B
2023,7,21,6E,BOM,DEL,754,13.64,9.72,0,
2023,2,13,6E,IXC,BLR,2249,10.69,8.57,0,
2023,5,6,6E,GOI,DEL,1635,60.65,64.16,0,
2023,3,16,6E,DEL,BOM,1358,11.72,11.69,0,
2023,8,24,UK,DEL,BLR,1203,25.21,17.9,0,
2023,6,23,SG,MAA,LKO,1840,40.88,35.64,0,
2023,12,6,6E,BOM,CCU,2006,17.33,17.83,0,
2023,9,16,SG,CCU,BLR,2207,15.91,17.72,0,
2023,6,23,SG,GOI,BLR,1340,23.94,22.5,0,
2023,6,27,AI,BLR,DEL,837,16.24,11.18,0,
2023,12,5,6E,JAI,AMD,2028,11.44,12.07,0,
2023,6,4,6E,BLR,BOM,826,11.67,8.38,0,
2023,2,17,SG,HYD,BLR,1644,10.83,9.1,0,
2023,10,4,6E,CCU,HYD,723,21.71,32.45,0,
2023,4,2,6E,BLR,CCU,1434,3.09,2.25,0,
2023,6,7,AI,BOM,MAA,1410,,,1,B
2023,12,5,6E,BOM,CCU,1521,17.97,12.87,0,
2023,6,6,6E,DEL,MAA,1815,9.08,13.13,0,
2023,5,23,6E,BOM,CCU,2056,11.67,9.09,0,
2023,9,25,6E,BLR,GOI,1319,29.53,21.22,0,
2023,6,3,6E,HYD,MAA,2039,7.51,9.21,0,
2023,4,27,6E,GOI,BOM,530,13.3,10.83,0,
2023,11,8,6E,DEL,BLR,1506,12.37,14.49,0,
2023,3,18,AI,BOM,AMD,2201,17.89,16.75,0,
2023,10,14,6E,CCU,BLR,1317,21.5,22.73,0,
2023,12,26,6E,BLR,LKO,2244,24.01,21.09,0,
2023,2,1,6E,BOM,DEL,1820,10.34,9.62,0,
2023,7,27,6E,BOM,DEL,1903,18.58,15.69,0,
2023,2,3,6E,BOM,HYD,2016,21.19,23.28,0,
2023,8,24,SG,BOM,CCU,1446,16.41,17.15,0,
2023,12,16,6E,BOM,CCU,750,15.19,16.97,0,
2023,2,8,6E,AMD,BOM,1951,27.6,25.69,0,
2023,11,27,6E,AMD,BOM,652,8.09,10.65,0,
2023,11,3,AI,CCU,LKO,529,10.63,15.33,0,
2023,9,19,6E,BLR,DEL,1108,3.75,4.86,0,
2023,11,22,AI,DEL,MAA,842,6.79,8.8,0,
2023,7,12,6E,LKO,DEL,1427,15.32,13.21,0,
2023,8,2,AI,PNQ,DEL,1844,26.13,20.16,0,
2023,9,22,6E,DEL,TRV,2317,18.31,15.41,0,
2023,7,16,6E,DEL,MAA,1302,12.23,14.13,0,
2023,9,27,AI,BOM,BLR,1244,12.47,13.19,0,
2023,8,17,6E,PNQ,BOM,1501,5.69,7.62,0,
2023,6,12,6E,PNQ,TRV,509,26.66,21.87,0,
2023,1,2,6E,MAA,AMD,1537,12.24,11.78,0,
2023,12,3,G8,CCU,BOM,2043,25.69,21.85,0,
2023,7,11,AI,DEL,BOM,1559,19.02,20.72,0,
2023,2,8,AI,CCU,MAA,1535,13.46,17.37,0,
2023,1,20,SG,BLR,MAA,1505,14.87,20.43,0,
2023,12,18,6E,PNQ,LKO,507,14.83,17.89,0,
2023,9,1,6E,LKO,MAA,2316,3.89,5.05,0,
2023,5,27,SG,JAI,DEL,2210,5.64,7.55,0,
2023,8,4,SG,HYD,LKO,736,18.22,16.11,0,
2023,12,7,6E,BOM,IXC,2144,85.07,106.0,0,
2023,10,25,SG,CCU,BOM,1954,9.72,8.56,0,
2023,10,23,SG,HYD,BOM,1510,13.24,17.24,0,
2023,2,22,UK,BOM,DEL,2050,3.38,4.55,0,
2023,5,13,SG,IXC,HYD,1647,22.99,19.72,0,
2023,6,26,AI,GOI,DEL,834,6.61,8.6,0,
2023,6,12,AI,GOI,BOM,702,11.06,8.31,0,
2023,1,6,SG,GOI,AMD,610,13.26,12.74,0,
2023,2,5,6E,DEL,PNQ,2256,6.48,8.88,0,
2023,10,20,SG,BLR,BOM,1428,98.31,86.06,0,
2023,4,3,SG,CCU,TRV,1943,16.95,11.85,0,
2023,10,27,6E,LKO,DEL,1146,13.78,10.08,0,
2023,9,1,6E,DEL,GOI,1752,5.04,4.61,0,
2023,9,14,6E,BLR,MAA,1341,4.3,4.56,0,
2023,7,11,6E,BLR,JAI,1314,25.2,23.14,0,
2023,8,6,6E,JAI,BLR,1707,9.32,6.83,0,
2023,1,20,6E,BOM,AMD,1819,21.34,15.33,0,
2023,1,6,6E,BOM,JAI,1651,20.17,15.4,0,
2023,3,2,6E,LKO,MAA,2321,23.68,31.96,0,
2023,7,10,6E,DEL,CCU,959,,,1,B
2023,3,2,6E,JAI,HYD,935,0.11,0.16,0,
2023,4,25,SG,IXC,LKO,900,19.02,25.19,0,
2023,5,11,AI,HYD,BLR,2251,13.14,11.66,0,
2023,3,11,UK,DEL,JAI,1944,18.87,13.16,0,
2023,11,4,6E,HYD,DEL,1859,6.68,6.2,0,
2023,5,22,6E,BHU,BLR,1201,6.8,5.49,0,
2023,12,13,6E,PNQ,DEL,1255,12.22,13.27,0,
2023,11,26,6E,MAA,CCU,506,15.05,10.87,0,
2023,10,26,6E,BOM,BLR,834,8.37,5.93,0,
2023,2,21,6E,BOM,CCU,823,6.23,7.16,0,
2023,8,18,QP,BOM,GOI,1313,15.27,20.44,0,
2023,9,7,6E,BOM,MAA,1250,4.47,3.07,0,
2023,10,16,6E,DEL,PNQ,1721,9.03,11.19,0,
2023,12,8,6E,AMD,BLR,1016,22.85,24.28,0,
2023,12,12,SG,JAI,DEL,753,13.75,12.48,0,
2023,7,26,6E,CCU,BOM,2241,16.03,22.98,0,
2023,9,5,6E,CCU,GOI,1143,46.77,49.22,0,
2023,7,12,6E,DEL,HYD,1937,11.94,12.89,0,
2023,11,19,AI,CCU,BLR,633,18.68,22.94,0,
2023,7,24,6E,BLR,BOM,2352,15.53,15.13,0,
2023,7,14,6E,BOM,CCU,1551,25.21,27.24,0,
2023,5,5,G8,LKO,PNQ,1356,20.08,15.69,0,
2023,2,24,SG,BHU,CCU,1156,9.89,7.74,0,
2023,1,24,SG,BOM,AMD,723,42.53,30.0,0,
2023,6,5,6E,CCU,TRV,1717,11.25,13.15,0,
2023,10,19,UK,PNQ,BOM,1054,1.52,1.62,0,
2023,8,18,UK,DEL,HYD,2103,11.96,13.09,0,
2023,9,15,6E,DEL,GOI,1607,10.11,13.26,0,
2023,3,3,6E,DEL,MAA,1114,13.38,10.28,0,
2023,11,27,6E,AMD,DEL,524,50.4,50.86,0,
2023,12,19,UK,BOM,DEL,1051,29.42,30.57,0,
2023,1,27,6E,BLR,DEL,1548,12.44,11.69,0,
2023,4,28,6E,BOM,HYD,1513,5.64,7.67,0,
2023,5,27,6E,BOM,HYD,1413,83.21,95.75,0,
2023,11,14,6E,PNQ,MAA,1629,2.12,2.71,0,
2023,12,7,6E,DEL,IXC,1440,11.17,15.51,0,
2023,2,11,6E,DEL,CCU,759,5.9,6.54,0,
2023,11,15,SG,LKO,GOI,2315,7.45,5.49,0,
2023,2,23,6E,BLR,DEL,1812,3.14,2.78,0,
2023,6,10,6E,BOM,SXR,822,,,1,B
2023,12,26,6E,DEL,BOM,2110,35.55,31.61,0,
2023,10,25,6E,DEL,BOM,1330,6.89,10.06,0,
2023,12,4,SG,BLR,AMD,1811,18.12,14.47,0,
2023,2,26,6E,BLR,BOM,1646,7.17,5.73,0,
2023,1,22,6E,BOM,AMD,1155,16.15,13.79,0,
2023,5,19,UK,MAA,AMD,1823,21.26,21.72,0,
2023,9,1,6E,BOM,DEL,1753,8.52,11.15,0,
2023,12,26,AI,BHU,HYD,610,10.43,7.92,0,
2023,7,6,6E,HYD,BLR,1442,10.37,7.93,0,
2023,2,18,AI,BOM,LKO,2238,17.91,18.49,0,
2023,6,25,SG,JAI,DEL,727,16.45,22.32,0,
2023,8,3,6E,BOM,DEL,1105,39.07,40.67,0,
2023,7,22,AI,DEL,HYD,744,15.43,15.98,0,
2023,10,24,I5,CCU,BOM,1309,6.4,7.54,0,
2023,7,22,6E,BLR,LKO,1949,23.41,21.06,0,
2023,11,28,6E,BOM,CCU,2327,73.85,53.62,0,
2023,4,1,SG,BOM,BLR,2232,18.7,19.51,0,
2023,8,13,6E,BLR,CCU,726,51.67,34.56,0,
2023,5,17,6E,DEL,BOM,1929,7.71,5.98,0,
2023,8,22,6E,MAA,DEL,1359,9.01,8.76,0,
2023,3,26,6E,BOM,MAA,640,24.11,29.55,0,
2023,6,16,SG,DEL,PNQ,1936,12.72,17.57,0,
2023,7,23,6E,PNQ,BOM,1041,12.57,17.64,0,
2023,5,15,I5,CCU,DEL,2054,32.1,26.52,0,
2023,5,19,UK,HYD,JAI,2138,9.1,7.62,0,
2023,2,13,UK,HYD,DEL,1813,-0.08,-0.1,0,
2023,8,10,6E,TRV,BLR,1805,13.21,11.46,0,
2023,7,21,6E,HYD,BLR,1513,8.37,11.91,0,
2023,4,6,6E,BLR,DEL,1402,5.62,5.24,0,
2023,3,13,6E,BOM,DEL,1941,14.15,14.34,0,
2023,4,16,AI,GOI,BOM,708,31.7,21.59,0,
2023,8,6,AI,TRV,JAI,910,13.24,12.37,0,
2023,2,28,UK,DEL,JAI,647,7.06,5.46,0,
2023,6,6,6E,DEL,BLR,1825,28.68,27.68,0,
2023,10,20,6E,PNQ,TRV,1334,5.16,6.01,0,
2023,2,12,6E,BLR,DEL,1049,9.41,8.47,0,
2023,7,11,6E,DEL,BLR,749,15.36,13.44,0,
2023,3,25,6E,IXC,GOI,2214,12.09,8.67,0,
2023,3,13,6E,BOM,BLR,2346,8.03,8.04,0,
2023,8,21,6E,BHU,BLR,2301,12.87,15.75,0,
2023,10,10,AI,LKO,DEL,2220,28.34,40.84,0,
2023,2,19,SG,DEL,BLR,833,10.44,12.13,0,
2023,5,10,6E,DEL,BLR,1928,39.74,57.53,0,
2023,2,8,6E,BOM,BLR,2244,5.92,8.32,0,
2023,7,22,SG,BOM,MAA,1454,,,1,B
2023,11,14,6E,BLR,AMD,951,16.82,16.35,0,
2023,2,16,AI,HYD,DEL,502,9.86,12.98,0,
2023,5,21,SG,TRV,DEL,1509,45.26,30.76,0,
2023,12,24,6E,BLR,BOM,2310,17.77,23.25,0,
2023,9,5,AI,BLR,DEL,904,14.96,15.11,0,
2023,2,4,6E,DEL,HYD,1545,13.57,11.6,0,
2023,8,19,AI,DEL,BOM,1326,18.29,25.03,0,
2023,1,16,6E,HYD,DEL,605,,,1,B
2023,1,28,6E,PNQ,BLR,1310,9.35,10.84,0,
2023,2,4,6E,MAA,DEL,2046,2.01,2.72,0,
2023,12,13,6E,MAA,SXR,1643,12.05,9.82,0,
2023,5,14,G8,DEL,LKO,710,21.9,18.23,0,
2023,4,21,6E,DEL,BLR,827,5.04,4.43,0,
2023,7,11,AI,BOM,SXR,2132,,,1,B
2023,10,5,6E,BLR,CCU,1420,5.84,5.73,0,
2023,12,25,AI,MAA,PNQ,948,12.39,14.7,0,
2023,5,21,QP,PNQ,GOI,1003,11.1,10.77,0,
2023,10,4,6E,AMD,BLR,627,0.35,0.31,0,
2023,10,14,SG,TRV,DEL,1137,6.7,4.79,0,
2023,5,9,UK,MAA,LKO,2241,10.59,14.33,0,
2023,7,26,UK,TRV,CCU,1633,6.96,9.35,0,
2023,3,24,SG,CCU,SXR,752,10.22,11.53,0,
2023,6,28,6E,CCU,DEL,1450,13.49,9.28,0,
2023,1,2,I5,BLR,BOM,2335,,,1,B
2023,11,27,6E,GOI,AMD,1100,4.37,6.51,0,
2023,8,23,6E,GOI,CCU,945,4.06,4.27,0,
2023,5,6,6E,LKO,CCU,827,-1.41,-1.6,0,
2023,5,21,SG,BLR,CCU,700,8.68,6.51,0,
2023,6,10,6E,BLR,DEL,2155,10.62,12.23,0,
2023,2,8,6E,BLR,JAI,1249,13.18,8.89,0,
2023,8,11,6E,HYD,BOM,1732,7.07,6.91,0,
2023,9,26,AI,CCU,BOM,1302,4.85,6.45,0,
2023,1,4,UK,BLR,CCU,1534,12.07,14.98,0,
2023,11,6,SG,JAI,BOM,658,14.02,11.66,0,
2023,12,4,6E,BOM,HYD,2217,20.11,15.29,0,
2023,7,23,6E,DEL,TRV,1557,20.66,24.85,0,
2023,7,22,6E,BOM,LKO,2230,18.13,25.73,0,
2023,5,5,G8,BLR,BOM,1738,10.95,9.68,0,
2023,9,10,SG,PNQ,CCU,1805,7.92,7.14,0,
2023,5,27,6E,HYD,DEL,2043,13.47,9.93,0,
2023,7,18,6E,MAA,BLR,1936,9.85,12.2,0,
2023,11,4,6E,CCU,BOM,858,-1.37,-1.71,0,
2023,8,7,SG,BLR,BOM,1438,24.29,21.58,0,
2023,12,17,6E,GOI,BOM,943,12.98,16.24,0,
2023,12,6,6E,BLR,DEL,2149,19.18,13.97,0,
2023,12,17,6E,DEL,HYD,1519,17.05,14.96,0,
2023,8,6,AI,BLR,BOM,1935,13.34,19.79,0,
2023,3,5,6E,BOM,AMD,2024,12.25,16.59,0,
2023,4,16,6E,LKO,BOM,826,1.71,2.25,0,
2023,7,21,SG,CCU,DEL,1124,20.71,30.19,0,
2023,8,18,6E,SXR,AMD,2017,7.28,8.13,0,
2023,10,10,6E,HYD,CCU,835,15.14,12.34,0,
2023,5,20,G8,BLR,CCU,1038,12.54,9.78,0,
2023,7,20,6E,HYD,BOM,737,6.75,7.09,0,
2023,3,14,6E,BOM,MAA,614,3.33,3.03,0,
2023,8,2,UK,DEL,CCU,1702,15.11,18.72,0,
2023,11,27,6E,BOM,DEL,1326,37.86,36.48,0,
2023,10,26,6E,DEL,LKO,2253,5.92,3.99,0,
2023,11,7,6E,AMD,DEL,1428,51.97,73.77,0,
2023,2,12,6E,MAA,DEL,1831,21.32,29.04,0,
2023,6,16,UK,BLR,LKO,955,3.63,5.33,0,
2023,9,5,6E,DEL,JAI,1638,6.45,4.72,0,
2023,9,11,AI,BLR,LKO,1655,13.29,16.04,0,
2023,12,25,SG,MAA,BLR,1731,25.46,19.51,0,
2023,5,24,AI,MAA,BOM,1237,5.33,5.23,0,
2023,9,23,6E,DEL,BLR,1452,13.55,10.59,0,
2023,5,25,AI,HYD,BOM,1437,3.56,4.24,0,
2023,10,7,G8,BOM,CCU,1056,16.46,23.11,0,
2023,3,8,G8,PNQ,DEL,1516,8.56,6.2,0,
2023,9,13,6E,LKO,BLR,509,10.69,10.82,0,
2023,6,3,AI,BOM,LKO,900,18.38,20.37,0,
2023,6,24,6E,AMD,PNQ,1129,7.02,9.32,0,
2023,9,24,6E,BOM,CCU,1523,9.29,6.28,0,
2023,9,3,I5,DEL,PNQ,2033,8.89,8.91,0,
2023,4,20,UK,JAI,BLR,1547,-0.94,-0.77,0,
2023,11,21,UK,BOM,DEL,1100,3.82,4.45,0,
2023,4,2,6E,BHU,HYD,2101,8.24,11.31,0,
2023,12,16,6E,JAI,BLR,808,9.73,6.49,0,
2023,11,28,I5,CCU,HYD,2327,4.6,6.02,0,
2023,4,27,6E,GOI,CCU,1708,2.83,3.32,0,
2023,8,28,SG,BOM,DEL,2139,28.75,21.48,0,
2023,6,7,G8,PNQ,BOM,640,56.51,72.46,0,
2023,1,17,6E,BOM,PNQ,1542,,,1,B
2023,12,3,SG,BLR,DEL,2334,20.86,22.44,0,
2023,10,19,UK,HYD,BLR,2212,0.2,0.19,0,
2023,5,26,SG,MAA,AMD,1450,21.76,21.3,0,
2023,4,19,AI,BHU,BOM,1326,9.12,13.31,0,
2023,2,14,AI,DEL,MAA,1220,,,1,C
2023,6,19,6E,HYD,SXR,1629,7.47,10.17,0,
2023,10,16,6E,BOM,BLR,1316,30.87,21.16,0,
2023,8,8,AI,HYD,LKO,924,11.0,9.43,0,
2023,5,8,6E,JAI,AMD,918,27.66,19.01,0,
2023,1,25,6E,BHU,BLR,1900,10.0,7.09,0,
2023,3,20,6E,LKO,HYD,504,-1.27,-1.71,0,
2023,10,20,SG,HYD,DEL,1643,9.36,6.29,0,
2023,10,5,6E,MAA,BLR,554,18.17,14.68,0,
2023,6,11,6E,CCU,HYD,1957,6.27,6.18,0,
2023,3,12,6E,DEL,CCU,1628,13.92,16.49,0,
2023,2,10,SG,BOM,AMD,1909,13.54,10.03,0,
2023,12,9,AI,BLR,DEL,1811,16.97,14.38,0,
2023,10,14,SG,HYD,AMD,653,7.59,10.95,0,
2023,8,24,6E,BOM,AMD,1109,14.06,9.66,0,
2023,12,11,6E,BOM,HYD,2332,37.51,35.37,0,
2023,12,8,6E,SXR,HYD,2219,11.26,11.31,0,
2023,1,3,6E,MAA,DEL,956,14.99,19.21,0,
2023,11,1,AI,DEL,GOI,1256,13.34,10.33,0,
2023,2,28,6E,DEL,CCU,1721,15.1,11.56,0,
2023,2,2,UK,BLR,DEL,659,3.65,5.37,0,
2023,3,1,G8,TRV,PNQ,1554,9.81,11.59,0,
2023,5,8,AI,DEL,HYD,1054,20.5,28.02,0,
2023,2,16,6E,DEL,GOI,814,25.86,30.07,0,
2023,12,26,6E,DEL,MAA,1129,19.03,27.17,0,
2023,2,17,AI,PNQ,DEL,1739,13.22,10.23,0,
2023,8,3,G8,DEL,BLR,2344,24.84,27.23,0,
2023,4,6,6E,CCU,GOI,1825,55.07,41.89,0,
2023,3,8,6E,BLR,DEL,1843,2.19,2.91,0,
2023,4,13,SG,TRV,PNQ,1306,8.77,6.94,0,
2023,1,25,I5,HYD,MAA,1234,22.01,21.55,0,
2023,11,10,6E,GOI,BOM,2304,5.16,3.77,0,
2023,5,4,6E,BLR,DEL,749,1.25,1.11,0,
2023,8,24,G8,DEL,BOM,1116,14.63,21.44,0,
2023,12,25,6E,IXC,BLR,1623,10.43,7.99,0,
2023,9,23,SG,BLR,PNQ,1721,28.57,19.61,0,
2023,3,27,6E,IXC,AMD,1112,1.99,2.84,0,
2023,6,4,AI,PNQ,SXR,553,47.59,35.97,0,
2023,3,21,G8,DEL,BOM,1058,15.76,13.06,0,
2023,9,17,6E,BOM,MAA,642,13.53,18.64,0,
2023,8,1,6E,LKO,BOM,1224,10.68,15.07,0,
2023,3,4,6E,CCU,DEL,1824,7.38,7.79,0,
2023,5,5,6E,BOM,BHU,1143,34.9,38.18,0,
2023,9,24,SG,BLR,AMD,929,20.79,17.52,0,
2023,1,4,AI,SXR,BOM,2201,,,1,B
2023,11,1,6E,JAI,PNQ,1115,0.28,0.39,0,
2023,9,5,SG,DEL,HYD,1919,36.6,32.87,0,
2023,4,20,6E,DEL,BHU,1345,4.33,6.29,0,
2023,10,28,SG,BOM,CCU,1848,29.61,40.73,0,
2023,7,26,I5,BLR,BOM,1203,14.05,19.01,0,
2023,1,12,SG,BLR,HYD,1109,14.78,18.67,0,
2023,1,5,6E,BLR,AMD,1411,12.29,15.32,0,
2023,10,28,6E,LKO,IXC,1231,9.14,9.91,0,
2023,6,13,6E,DEL,BOM,628,7.26,9.04,0,
2023,10,8,UK,BOM,DEL,1256,15.42,22.73,0,
2023,9,14,6E,BOM,DEL,647,3.94,2.94,0,
2023,9,21,AI,LKO,BLR,2031,5.0,7.38,0,
2023,8,7,6E,BLR,AMD,1346,6.42,8.17,0,
2023,12,24,6E,DEL,SXR,2105,,,1,B
2023,11,7,6E,DEL,GOI,2127,5.8,5.05,0,
2023,8,19,UK,BOM,BLR,2308,27.1,20.93,0,
2023,6,12,G8,CCU,IXC,1121,10.88,12.61,0,
2023,8,20,SG,CCU,BHU,1218,21.45,22.34,0,
2023,7,26,6E,LKO,HYD,2001,24.95,23.42,0,
2023,3,3,SG,PNQ,BOM,1325,5.34,6.69,0,
2023,1,13,6E,GOI,BOM,511,7.92,10.72,0,
2023,4,5,6E,PNQ,SXR,1952,6.25,7.78,0,
2023,12,15,6E,DEL,BOM,830,29.78,20.65,0,
2023,5,3,AI,CCU,BLR,1341,11.29,13.17,0,
2023,2,4,G8,GOI,BLR,2033,60.11,61.29,0,
2023,1,5,AI,DEL,BLR,1417,14.68,19.38,0,
2023,9,17,6E,LKO,HYD,1330,2.95,2.03,0,
2023,10,23,AI,DEL,BHU,1203,7.51,7.49,0,
2023,1,15,6E,MAA,AMD,603,22.27,17.68,0,
2023,7,28,UK,DEL,CCU,1822,11.71,16.58,0,
2023,11,5,6E,DEL,HYD,716,,,1,C
2023,9,23,UK,BOM,BLR,845,4.65,6.16,0,
2023,2,12,6E,BOM,BLR,1906,7.94,10.33,0,
2023,6,14,G8,BLR,DEL,621,12.76,14.74,0,
2023,9,10,SG,HYD,BOM,1550,9.64,7.69,0,
2023,3,9,6E,BOM,DEL,934,12.04,11.76,0,
2023,2,20,6E,DEL,HYD,557,18.36,12.76,0,
2023,12,16,SG,BLR,DEL,1559,17.21,24.0,0,
2023,8,26,AI,BOM,BLR,1714,13.07,15.83,0,
2023,8,22,6E,HYD,AMD,1958,6.38,6.73,0,
2023,8,26,6E,MAA,BLR,2349,16.87,19.05,0,
2023,9,4,I5,BLR,DEL,1424,17.16,14.37,0,
2023,12,13,6E,MAA,BLR,501,5.91,8.67,0,
2023,3,16,6E,BLR,CCU,1647,5.6,4.46,0,
2023,5,11,6E,HYD,DEL,2309,4.91,4.29,0,
2023,7,28,AI,GOI,BLR,2146,9.89,12.68,0,
2023,5,25,6E,DEL,TRV,2128,15.36,19.2,0,
2023,6,12,G8,DEL,SXR,1512,77.54,63.15,0,
2023,1,19,6E,TRV,HYD,1544,19.84,19.28,0,
2023,6,5,6E,MAA,DEL,625,4.03,4.86,0,
2023,7,25,AI,SXR,BHU,702,103.32,109.17,0,
2023,10,24,AI,PNQ,AMD,1203,6.78,7.57,0,
2023,12,18,UK,JAI,DEL,1749,5.89,6.41,0,
2023,6,11,6E,DEL,BLR,615,7.75,6.91,0,
2023,7,15,SG,PNQ,BOM,2103,15.6,11.08,0,
2023,10,20,G8,BLR,JAI,1120,12.74,8.82,0,
2023,12,1,6E,BLR,BOM,2235,11.72,13.96,0,
2023,5,21,6E,MAA,DEL,1748,4.38,5.9,0,
2023,6,26,6E,SXR,BOM,1038,8.07,7.86,0,
2023,8,9,AI,PNQ,BHU,750,8.25,8.1,0,
2023,4,22,AI,BOM,CCU,637,8.51,10.31,0,
2023,12,19,AI,BLR,HYD,2224,14.91,20.39,0,
2023,7,15,AI,CCU,BOM,1837,16.54,13.61,0,
2023,5,17,6E,BLR,DEL,2341,27.31,19.14,0,
2023,3,26,6E,DEL,TRV,1328,5.63,7.72,0,
2023,10,1,SG,IXC,GOI,650,30.89,31.77,0,
2023,10,3,6E,CCU,BLR,1500,7.03,4.93,0,
2023,9,18,QP,HYD,CCU,1827,1.77,1.8,0,
2023,6,1,6E,CCU,BLR,1930,8.97,6.59,0,
2023,5,14,AI,DEL,BLR,2243,22.35,19.19,0,
2023,9,5,6E,BLR,HYD,536,5.47,7.46,0,
